pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-150.01,TOI-150,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,5.857487,0.000089,-0.000097,0,0.07037,0.00087,-0.00088,0,14.067,0.235,-0.213,0,1.255,0.021,-0.019,0,797.7533,38.1396,-38.1396,0,2.51,0.12,-0.12,0,Mass,0.262,0.045,-0.037,0,,,,,1404,7,-6,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6255,90,-90,0,1.53,0.01,-0.01,0,1.35,0.04,-0.03,0,0.28,0.036,-0.036,0,[Fe/H],4.13,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h31m51.70s,112.965421,-73d36m21.73s,-73.6060358,336.267,1.927,-1.905,11.39,0.015,-0.015,9.94,0.019,-0.019,11.3408,0.000316,-0.000316,2019-11-01,2019-11,2019-11-07
TOI-1516 b,TOI-1516,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,2.056014,0.000002,-0.000002,0,,,,,15.244,0.336,-0.336,0,1.36,0.03,-0.03,0,1004.33777,38.13941,-38.13941,0,3.16,0.12,-0.12,0,Mass,,,,,,,,,,,,,0,<a refstr=KAB_AACUTE_TH_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220501860K/abstract target=ref>Kab&aacute;th et al. 2022</a>,F8 V,6520,90,-90,0,1.14,0.02,-0.02,0,1.14,0.06,-0.06,0,-0.05,0.1,-0.1,0,[Fe/H],4.25,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h40m20.31s,340.0846204,+69d30m13.43s,69.5037313,247.054,1.368,-1.354,10.858,0.008,-0.008,9.669,0.021,-0.021,10.7156,0.000219,-0.000219,2022-05-23,2022-05,2022-05-23
TOI-157 b,TOI-157,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,2.0845435,0.0000023,-0.0000023,0,0.03138,0.00025,-0.0002,0,14.415,0.258,-0.224,0,1.286,0.023,-0.02,0,375.0394,41.3179,-38.1396,0,1.18,0.13,-0.12,0,Mass,0,,,0,1062,57,-51,0,1588,21,-20,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,G9 IV,5404,70,-67,0,1.17,0.02,-0.01,0,0.95,0.02,-0.02,0,0.24,0.09,-0.09,0,[Fe/H],4.28,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h54m48.35s,73.7014398,-76d40m50.18s,-76.6806061,355.683,2.848,-2.804,12.725,0.046,-0.046,10.892,0.023,-0.023,12.5143,0.000285,-0.000285,2020-07-17,2020-07,2020-07-23
TOI-1601 b,TOI-1601,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,5.331751,0.000011,-0.000011,0,0.06864,0.00079,-0.00075,0,13.888,0.516,-0.437,0,1.239,0.046,-0.039,0,314.6517,34.9613,-34.9613,0,0.99,0.11,-0.11,0,Mass,0.036,0.044,-0.026,0,,,,,1619,24,-23,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,5948,87,-89,0,2.19,0.07,-0.06,0,1.52,0.05,-0.05,0,0.329,0.073,-0.075,0,[Fe/H],3.94,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m26.78s,38.361569,+41d00m48.36s,41.0134321,336.608,8.389,-7.998,10.66,0.006,-0.006,9.191,0.014,-0.014,10.5276,0.000388,-0.000388,2021-02-25,2021-04,2021-03-04
TOI-163 b,TOI-163,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,4.231306,0.000063,-0.000057,0,0.058,0.0014,-0.0014,0,16.69,0.381,-0.381,0,1.489,0.034,-0.034,0,387.7526,38.1396,-38.1396,0,1.22,0.12,-0.12,0,Mass,0,,,0,,,,,1669,16,-14,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6495,90,-90,0,1.65,0.02,-0.03,0,1.44,0.03,-0.03,0,0.22,0.041,-0.041,0,[Fe/H],4.19,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h19m04.38s,79.7682532,-71d53m43.90s,-71.8955269,411.719,8.163,-7.857,11.467,0.014,-0.014,10.124,0.023,-0.023,11.2193,0.000527,-0.000527,2019-11-01,2019-11,2019-11-07
TOI-1634 b,TOI-1634,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...79C/abstract target=ref>Cloutier et al. 2021</a>,0.989343,0.000015,-0.000015,0,0.01545,0.00014,-0.00014,0,1.79,0.08,-0.081,0,0.16,0.007,-0.007,0,4.91,0.68,-0.7,0,0.01545,0.00214,-0.0022,0,Mass,0.16,,,1,121,12,-11,0,924,22,-22,0,0,<a refstr=CLOUTIER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...79C/abstract target=ref>Cloutier et al. 2021</a>,M2,3550,69,-69,0,0.45,0.01,-0.01,0,0.5,0.01,-0.01,0,0.23,0.07,-0.08,0,[Fe/H],4.83,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h45m33.75s,56.3906096,+37d06m44.21s,37.1122803,35.2736,0.0527,-0.0526,13.217,0.043,-0.043,8.6,0.014,-0.014,12.1965,0.000268,-0.000268,2021-07-12,2021-08,2021-07-12
TOI-1670 b,TOI-1670,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,10.98462,0.00046,-0.00051,0,0.103,0.002,-0.002,0,2.06,0.19,-0.15,0,0.184,0.017,-0.013,0,41.31769,,,1,0.13,,,1,Mass,0.59,0.17,-0.26,0,,,,,1062,14,-13,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170,61,-61,0,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,0.09,0.07,-0.07,0,[Fe/H],4.29,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.067,0.69,-0.684,9.889,0.004,-0.004,8.724,0.018,-0.018,9.81934,0.00037,-0.00037,2022-03-16,2022-03,2022-03-16
TOI-1670 c,TOI-1670,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,40.74976,0.000022,-0.00021,0,0.249,0.005,-0.005,0,11.063,0.28,-0.28,0,0.987,0.025,-0.025,0,200.2319,28.60456,-25.42627,0,0.63,0.09,-0.08,0,Mass,0.09,0.05,-0.04,0,,,,,684,9,-9,0,0,<a refstr=TRAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220304334T/abstract target=ref>Tran et al. 2022</a>,F7 V,6170,61,-61,0,1.32,0.02,-0.02,0,1.21,0.02,-0.02,0,0.09,0.07,-0.07,0,[Fe/H],4.29,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h16m04.14s,259.0172522,+72d09m40.25s,72.1611806,168.067,0.69,-0.684,9.889,0.004,-0.004,8.724,0.018,-0.018,9.81934,0.00037,-0.00037,2022-03-16,2022-03,2022-03-16
TOI-1685 b,TOI-1685,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BLUHM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..78B/abstract target=ref>Bluhm et al. 2021</a>,0.6691403,0.0000023,-0.0000021,0,,,,,1.7,0.07,-0.07,0,0.152,0.006,-0.006,0,3.78,0.63,-0.63,0,0.01189,0.00198,-0.00198,0,Mass,,,,,217,13,-13,0,1069,16,-16,0,0,<a refstr=BLUHM_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A..78B/abstract target=ref>Bluhm et al. 2021</a>,M3.0 V,3434,51,-51,0,0.49,0.01,-0.01,0,0.49,0.02,-0.02,0,-0.13,0.16,-0.16,0,[Fe/H],4.85,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,+43d02m13.34s,43.0370395,37.6153,0.0728,-0.0725,13.378,0.028,-0.028,8.758,0.02,-0.02,12.2956,0.000308,-0.000308,2021-07-12,2021-06,2021-07-12
TOI-169 b,TOI-169,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,2.2554477,0.0000063,-0.0000063,0,0.03524,0.00069,-0.00079,0,12.173,0.908,-0.538,0,1.086,0.081,-0.048,0,251.40353,20.34112,-19.0698,0,0.791,0.064,-0.06,0,Mass,0,,,0,1443,73,-66,0,1715,22,-20,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,G1 V,5880,54,-49,0,1.29,0.02,-0.02,0,1.15,0.07,-0.07,0,0.24,0.09,-0.09,0,[Fe/H],4.28,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m06.89s,16.7786879,-75d11m56.20s,-75.1989452,407.84,4.237,-4.152,12.355,0.046,-0.046,10.815,0.024,-0.024,12.2379,0.000188,-0.000188,2020-07-17,2020-07,2020-07-23
TOI-1693 b,TOI-1693,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,1.7666957,0.0000054,-0.0000054,0,0.0226,0.0004,-0.0004,0,1.41,0.1,-0.1,0,0.126,0.009,-0.009,0,,,,,,,,,,,,,,,,,,764,19,-19,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,,3499,70,-70,0,0.46,0.01,-0.01,0,0.49,0.03,-0.03,0,,,,,,4.8,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h01m14.00s,90.3083455,+34d46m23.13s,34.7730904,30.7947,0.0391,-0.0391,12.962,0.069,-0.069,8.331,0.021,-0.021,11.8373,0.00052,-0.00052,2022-02-15,2022-02,2022-02-15
TOI-1696 b,TOI-1696,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,2.500311,0.000004,-0.000004,0,0.0229,0.0002,-0.0002,0,3.09,0.11,-0.11,0,0.276,0.01,-0.01,0,48.8,,,1,0.15354,,,1,Mass,,,,,,,,,489,13,-13,0,0,<a refstr=MORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..298M/abstract target=ref>Mori et al. 2022</a>,M5V,3185,76,-76,0,0.28,0.01,-0.01,0,0.26,0.01,-0.01,0,0.336,0.06,-0.06,0,[Fe/H],4.96,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h21m07.36s,65.280648,+48d49m11.39s,48.8198312,64.9172,0.3581,-0.3544,16.82,1.133,-1.133,11.331,0.023,-0.023,15.3314,0.000421,-0.000421,2022-06-27,2022-06,2022-06-27
TOI-1710 b,TOI-1710,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=K_OUML_NIG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220408984K/abstract target=ref>K&ouml;nig et al. 2022</a>,24.283429,0.000043,-0.000043,0,0.16,0.04,-0.04,0,5.34,0.11,-0.11,0,0.476,0.01,-0.01,0,28.3,4.7,-4.7,0,0.08904,0.01479,-0.01479,0,Mass,0.16,0.08,-0.08,0,,,,,,,,,0,<a refstr=K_OUML_NIG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220408984K/abstract target=ref>K&ouml;nig et al. 2022</a>,G5 V,5665,55,-55,0,0.97,0.02,-0.01,0,0.98,0.05,-0.06,0,0.1,0.07,-0.07,0,[Fe/H],4.46,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m08.12s,94.2838373,+76d12m39.67s,76.21102,81.2271,0.1773,-0.1766,9.545,0.003,-0.003,7.959,0.026,-0.026,9.35983,0.00023,-0.00023,2022-05-09,2022-04,2022-05-09
TOI-172 b,TOI-172,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,9.47725,0.00064,-0.00079,0,0.0914,0.0017,-0.0017,0,10.817,0.359,-0.325,0,0.965,0.032,-0.029,0,1722.6386,69.9226,-63.566,0,5.42,0.22,-0.2,0,Mass,0.3806,0.0093,-0.009,0,299,19,-16,0,1198,18,-17,0,0,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..191R/abstract target=ref>Rodriguez et al. 2019</a>,,5645,50,-50,0,1.78,0.05,-0.04,0,1.13,0.07,-0.06,0,0.148,0.079,-0.08,0,[Fe/H],3.99,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h06m31.65s,316.6318791,-26d41m34.32s,-26.6928654,342.831,7.371,-7.071,11.299,0.02,-0.02,9.722,0.021,-0.021,11.1927,0.000623,-0.000623,2019-03-29,2019-05,2019-03-28
TOI-1728 b,TOI-1728,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>,3.49151,0.000062,-0.000057,0,0.0391,0.0009,-0.0009,0,5.05,0.16,-0.17,0,0.451,0.014,-0.015,0,26.78,5.43,-5.13,0,0.08426,0.01708,-0.01614,0,Mass,0.057,0.054,-0.039,0,57.78,3.48,-3.48,0,767,8,-8,0,0,<a refstr=KANODIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...899...29K/abstract target=ref>Kanodia et al. 2020</a>,M0,3980,31,-32,0,0.62,0.01,-0.01,0,0.65,0.02,-0.02,0,0.25,0.1,-0.1,0,[Fe/H],4.66,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h02m26.80s,120.6116787,+64d47m49.75s,64.7971531,60.798,0.13635,-0.13635,12.39,0.055,-0.055,8.803001,0.02,-0.02,11.7294,0.000478,-0.000478,2020-07-02,2020-08,2020-07-09
TOI-1749 b,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,2.38839,0.00031,-0.00066,0,0.0291,0.0005,-0.0005,0,1.39,0.21,-0.19,0,0.124,0.019,-0.017,0,57,,,1,0.17934,,,1,Mass,0.14,,,1,,,,,831,18,-18,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.26,0.08,-0.08,0,[Fe/H],4.7,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.419466,99.5561,0.1172,-0.1172,13.86,0.072,-0.072,10.27,0.019,-0.019,13.1798,0.000328,-0.000328,2021-07-26,2021-10,2021-07-26
TOI-1749 c,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,4.4929,0.0038,-0.0027,0,0.0443,0.0008,-0.0008,0,2.12,0.12,-0.12,0,0.189,0.011,-0.011,0,14,,,1,0.04405,,,1,Mass,0.019,,,1,,,,,673,15,-15,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.26,0.08,-0.08,0,[Fe/H],4.7,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.419466,99.5561,0.1172,-0.1172,13.86,0.072,-0.072,10.27,0.019,-0.019,13.1798,0.000328,-0.000328,2021-07-26,2021-10,2021-07-26
TOI-1749 d,TOI-1749,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,9.0497,0.0049,-0.0032,0,0.0707,0.0012,-0.0012,0,2.52,0.15,-0.15,0,0.225,0.013,-0.013,0,15,,,1,0.0472,,,1,Mass,0.062,,,1,,,,,533,12,-12,0,0,<a refstr=FUKUI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..167F/abstract target=ref>Fukui et al. 2021</a>,M0 V,3985,55,-55,0,0.55,0.03,-0.03,0,0.58,0.03,-0.03,0,-0.26,0.08,-0.08,0,[Fe/H],4.7,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m56.93s,282.7372281,+64d25m10.08s,64.419466,99.5561,0.1172,-0.1172,13.86,0.072,-0.072,10.27,0.019,-0.019,13.1798,0.000328,-0.000328,2021-07-26,2021-10,2021-07-26
TOI-1759 b,TOI-1759,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,18.85019,0.00013,-0.00013,0,0.1177,0.0038,-0.0038,0,3.14,0.1,-0.1,0,0.28,0.009,-0.009,0,10.8,1.5,-1.5,0,0.03398,0.00472,-0.00472,0,Mass,0,,,0,6.39,0.41,-0.41,0,443,7,-7,0,0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,M0.0 V,4065,51,-51,0,0.6,0.01,-0.01,0,0.61,0.02,-0.02,0,0.05,0.16,-0.16,0,[Fe/H],4.65,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h47m24.40s,326.8516615,+62d45m13.74s,62.7538164,40.0654,0.0423,-0.0423,11.93,0.1,-0.1,7.93,0.02,-0.02,10.8385,0.000431,-0.000431,2022-03-28,2022-03,2022-03-28
TOI-178 b,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,1.914558,0.000018,-0.000018,0,0.02607,0.00078,-0.00078,0,1.152,0.073,-0.07,0,0.103,0.007,-0.006,0,1.5,0.39,-0.44,0,0.00472,0.00123,-0.00138,0,Mass,,,,,,,,,1040,22,-21,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.23,0.05,-0.05,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,8.656,0.021,-0.021,11.1523,0.00089,-0.00089,2021-03-12,2021-05,2021-03-18
TOI-178 c,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,3.23845,0.00002,-0.000019,0,0.037,0.0011,-0.0011,0,1.669,0.114,-0.099,0,0.149,0.01,-0.009,0,4.77,0.55,-0.68,0,0.01501,0.00173,-0.00214,0,Mass,,,,,,,,,873,18,-18,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.23,0.05,-0.05,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,8.656,0.021,-0.021,11.1523,0.00089,-0.00089,2021-03-12,2021-05,2021-03-18
TOI-178 d,TOI-178,1,1,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,6.5577,0.000016,-0.000016,0,0.0592,0.0018,-0.0018,0,2.572,0.075,-0.078,0,0.229,0.007,-0.007,0,3.01,0.8,-1.03,0,0.00947,0.00252,-0.00324,0,Mass,,,,,,,,,690,14,-14,0,0,<a refstr=LELEU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...649A..26L/abstract target=ref>Leleu et al. 2021</a>,K,4316,70,-70,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,-0.23,0.05,-0.05,0,[Fe/H],4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h29m12.48s,7.3020115,-30d27m14.82s,-30.4541159,62.699,0.2074,-0.2061,11.955,0.035,-0.035,8.656,0.021,-0.021,11.1523,0.00089,-0.00089,2021-03-12,2021-05,2021-03-18
